Area Type,Area,NAICS,NAICS Title,Year,Establishments,Average Employment,Total Wage,Annual Average Salary                                                                                                                                                  
Labor Market Area,New York City Region,519,Other Information Services,2009,637,16015,$1342388714,$83821
Labor Market Area,New York City Region,52,Finance and Insurance,2009,11825,310287,$71748443699,$231233
Labor Market Area,New York City Region,522,Credit Intermediation & Related Activity,2009,3534,83279,$12075942118,$145006
Labor Market Area,New York City Region,523,Financial Investment & Related Activity,2009,5599,165017,$51374144663,$311326
Labor Market Area,New York City Region,524,Insurance Carriers & Related Activities,2009,2465,53268,$6904445077,$129617
Labor Market Area,New York City Region,525,"Funds, Trusts & Other Financial Vehicles",2009,224,6221,$1068970580,$171833
Labor Market Area,New York City Region,53,Real Estate and Rental and Leasing,2009,20099,115973,$6734375546,$58068
Labor Market Area,New York City Region,531,Real Estate,2009,19184,106183,$6151726121,$57935
Labor Market Area,New York City Region,532,Rental and Leasing Services,2009,785,7550,$336310861,$44544
Labor Market Area,New York City Region,533,"Lessors, Nonfinancial Intangible Assets",2009,130,2240,$246338564,$109973
Labor Market Area,New York City Region,54,Professional and Technical Services,2009,26149,314048,$32938154282,$104883
Labor Market Area,New York City Region,541,Professional and Technical Services,2009,26149,314048,$32938154282,$104883
Labor Market Area,New York City Region,55,Management of Companies and Enterprises,2009,1305,58746,$9078375814,$154536
Labor Market Area,New York City Region,551,Management of Companies and Enterprises,2009,1305,58746,$9078375814,$154536
Labor Market Area,New York City Region,56,Administrative and Waste Services,2009,8742,176644,$8264046685,$46784
Labor Market Area,New York City Region,561,Administrative and Support Services,2009,8413,170413,$7943835266,$46615
Labor Market Area,New York City Region,562,Waste Management and Remediation Service,2009,329,6231,$320211419,$51390
Labor Market Area,New York City Region,61,Educational Services,2009,3167,138112,$7147660757,$51753
Labor Market Area,New York City Region,611,Educational Services,2009,3167,138112,$7147660757,$51753
Labor Market Area,New York City Region,62,Health Care and Social Assistance,2009,20188,563371,$26453902425,$46956
Labor Market Area,New York City Region,621,Ambulatory Health Care Services,2009,14840,167376,$8005830954,$47831
Labor Market Area,New York City Region,622,Hospitals,2009,75,158476,$10961628299,$69169
Labor Market Area,New York City Region,623,Nursing and Residential Care Facilities,2009,1232,76458,$3025341318,$39569
Labor Market Area,New York City Region,624,Social Assistance,2009,4041,161061,$4461101854,$27698
Labor Market Area,New York City Region,71,"Arts, Entertainment, and Recreation",2009,4896,66067,$4163985715,$63027
Labor Market Area,New York City Region,711,Performing Arts and Spectator Sports,2009,3726,34121,$3063893593,$89795
Labor Market Area,New York City Region,712,"Museums, Parks and Historical Sites",2009,223,11484,$584083627,$50861
Labor Market Area,New York City Region,713,"Amusement, Gambling & Recreation Ind",2009,948,20461,$516008495,$25219
Labor Market Area,New York City Region,72,Accommodation and Food Services,2009,17068,237943,$6659750779,$27989
Labor Market Area,New York City Region,721,Accommodation,2009,587,40500,$1992838644,$49206
Labor Market Area,New York City Region,722,Food Services and Drinking Places,2009,16481,197443,$4666912135,$23637
Labor Market Area,New York City Region,81,"Other Services, Ex. Public Admin",2009,30540,140966,$5978254756,$42409
Labor Market Area,New York City Region,811,Repair and Maintenance,2009,3350,13368,$436065764,$32620
Labor Market Area,New York City Region,812,Personal and Laundry Services,2009,9114,43596,$1234911037,$28326
Labor Market Area,New York City Region,813,Membership Organizations & Associations,2009,6059,68739,$3843825949,$55919
Labor Market Area,New York City Region,814,Private Households,2009,12018,15262,$463452006,$30366
Labor Market Area,New York City Region,953,Local Government,2009,119,450866,$24301692635,$53900
Labor Market Area,New York City Region,99,Unclassified,2009,10009,11012,$378611442,$34382
Labor Market Area,New York City Region,0,"Total, All Industries",2009,229793,3563835,$263428725651,$73917
Labor Market Area,New York City Region,1,"Total, All Private",2009,229154,3015878,$232818945661,$77198
Labor Market Area,New York City Region,95,"Total, All Government",2009,639,547957,$30609779990,$55862
Labor Market Area,New York City Region,951,Federal Government,2009,395,55522,$3824730806,$68887
Labor Market Area,New York City Region,952,State Government,2009,125,41569,$2483356549,$59741
Labor Market Area,New York City Region,11,"Agriculture, Forestry, Fishing & Hunting",2008,56,225,$12457438,$55366
Labor Market Area,New York City Region,111,Crop Production,2008,26,54,$1598074,$29594
Labor Market Area,New York City Region,112,Animal Production,2008,14,44,$1683421,$38260
Labor Market Area,New York City Region,114,"Fishing, Hunting and Trapping",2008,3,8,$183764,$22971
Labor Market Area,New York City Region,115,Agriculture & Forestry Support Activity,2008,13,119,$8992179,$75565
Labor Market Area,New York City Region,21,Mining,2008,17,52,$9627917,$185152
Labor Market Area,New York City Region,211,Oil and Gas Extraction,2008,3,15,$6477035,$431802
Labor Market Area,New York City Region,212,Mining (except Oil and Gas),2008,8,21,$2368475,$112785
Labor Market Area,New York City Region,213,Support Activities for Mining,2008,6,17,$782407,$46024
Labor Market Area,New York City Region,22,Utilities,2008,55,15748,$1452161324,$92212
Labor Market Area,New York City Region,221,Utilities,2008,55,15748,$1452161324,$92212
Labor Market Area,New York City Region,23,Construction,2008,13112,128612,$8785495008,$68310
Labor Market Area,New York City Region,236,Construction of Buildings,2008,5218,35563,$2445064828,$68753
Labor Market Area,New York City Region,237,Heavy and Civil Engineering Construction,2008,346,7935,$720561375,$90808
Labor Market Area,New York City Region,238,Specialty Trade Contractors,2008,7548,85114,$5619868805,$66028
Labor Market Area,New York City Region,31,Manufacturing,2008,6880,95286,$5026567990,$52752
Labor Market Area,New York City Region,311,Food Manufacturing,2008,947,14284,$482632212,$33788
Labor Market Area,New York City Region,312,Beverage & Tobacco Product Manufacturing,2008,37,915,$263020884,$287455
Labor Market Area,New York City Region,313,Textile Mills,2008,221,1976,$146313231,$74045
Labor Market Area,New York City Region,314,Textile Product Mills,2008,173,1444,$85175599,$58986
Labor Market Area,New York City Region,315,Apparel Manufacturing,2008,1479,21963,$1096706827,$49934
Labor Market Area,New York City Region,316,Leather and Allied Product Manufacturing,2008,75,748,$33538333,$44837
Labor Market Area,New York City Region,321,Wood Product Manufacturing,2008,89,985,$47872618,$48602
Labor Market Area,New York City Region,322,Paper Manufacturing,2008,74,2350,$120337921,$51208
Labor Market Area,New York City Region,323,Printing and Related Support Activities,2008,863,9450,$548125621,$58003
Labor Market Area,New York City Region,324,Petroleum & Coal Products Manufacturing,2008,9,118,$7773449,$65877
Labor Market Area,New York City Region,325,Chemical Manufacturing,2008,140,3630,$330368802,$91011
Labor Market Area,New York City Region,326,Plastics & Rubber Products Manufacturing,2008,90,1925,$64279974,$33392
Labor Market Area,New York City Region,327,Nonmetallic Mineral Product Mfg,2008,138,2251,$113267080,$50319
Labor Market Area,New York City Region,331,Primary Metal Manufacturing,2008,45,394,$23986953,$60881
Labor Market Area,New York City Region,332,Fabricated Metal Product Manufacturing,2008,454,7517,$359405529,$47812
Labor Market Area,New York City Region,333,Machinery Manufacturing,2008,121,2036,$95612184,$46961
Labor Market Area,New York City Region,334,Computer and Electronic Product Mfg,2008,154,3301,$188608532,$57137
Labor Market Area,New York City Region,335,Electrical Equipment and Appliances,2008,77,2004,$143892000,$71802
Labor Market Area,New York City Region,336,Transportation Equipment Manufacturing,2008,63,1879,$107010698,$56951
Labor Market Area,New York City Region,337,Furniture and Related Product Mfg,2008,472,4308,$181067011,$42030
Labor Market Area,New York City Region,339,Miscellaneous Manufacturing,2008,1160,11808,$587572532,$49761
Labor Market Area,New York City Region,42,Wholesale Trade,2008,16481,138702,$10463020654,$75435
Labor Market Area,New York City Region,423,"Merchant Wholesalers, Durable Goods",2008,6685,54652,$3931204221,$71932
Labor Market Area,New York City Region,424,"Merchant Wholesalers, Nondurable Goods",2008,7303,71327,$5303950013,$74361
Labor Market Area,New York City Region,425,Electronic Markets and Agents/Brokers,2008,2493,12723,$1227866420,$96508
Labor Market Area,New York City Region,44,Retail Trade,2008,30154,296535,$10466614085,$35296
Labor Market Area,New York City Region,441,Motor Vehicle and Parts Dealers,2008,877,11255,$566829420,$50362
Labor Market Area,New York City Region,442,Furniture and Home Furnishings Stores,2008,1561,10972,$440650516,$40161
Labor Market Area,New York City Region,443,Electronics and Appliance Stores,2008,1391,14873,$703754820,$47318
Labor Market Area,New York City Region,444,Building Material & Garden Supply Stores,2008,1232,13662,$521510890,$38172
Labor Market Area,New York City Region,445,Food and Beverage Stores,2008,7896,62912,$1550690613,$24649
Labor Market Area,New York City Region,446,Health and Personal Care Stores,2008,3551,36134,$1426249692,$39471
Labor Market Area,New York City Region,447,Gasoline Stations,2008,620,2900,$66349853,$22879
Labor Market Area,New York City Region,448,Clothing and Clothing Accessories Stores,2008,6177,69641,$2487567843,$35720
Labor Market Area,New York City Region,451,Sporting Goods/Hobby/Book/Music Stores,2008,1492,14299,$346760335,$24251
Labor Market Area,New York City Region,452,General Merchandise Stores,2008,1096,32207,$879184631,$27298
Labor Market Area,New York City Region,453,Miscellaneous Store Retailers,2008,3475,18877,$883869653,$46823
Labor Market Area,New York City Region,454,Nonstore Retailers,2008,787,8803,$593195819,$67386
Labor Market Area,New York City Region,48,Transportation and Warehousing,2008,4634,106748,$5034224108,$47160
Labor Market Area,New York City Region,481,Air Transportation,2008,165,27061,$1557450201,$57553
Labor Market Area,New York City Region,483,Water Transportation,2008,45,1915,$185394845,$96812
Labor Market Area,New York City Region,484,Truck Transportation,2008,1094,9135,$393891287,$43119
Labor Market Area,New York City Region,485,Transit and Ground Passenger Transport,2008,1333,27697,$1067970410,$38559
Labor Market Area,New York City Region,486,Pipeline Transportation,2008,4,24,$2000614,$83359
Labor Market Area,New York City Region,487,Scenic and Sightseeing Transportation,2008,59,1461,$44630561,$30548
Labor Market Area,New York City Region,488,Support Activities for Transportation,2008,1191,16800,$870828647,$51835
Labor Market Area,New York City Region,492,Couriers and Messengers,2008,583,18997,$760058337,$40009
Labor Market Area,New York City Region,493,Warehousing and Storage,2008,158,3644,$151605335,$41604
Labor Market Area,New York City Region,51,Information,2008,5839,156897,$16587292664,$105721
Labor Market Area,New York City Region,511,Publishing Industries,2008,1218,53424,$5932843593,$111052
Labor Market Area,New York City Region,512,Motion Picture & Sound Recording Ind,2008,2352,30739,$3193494227,$103891
Labor Market Area,New York City Region,515,Broadcasting (except Internet),2008,245,27818,$3236537294,$116347
Labor Market Area,New York City Region,517,Telecommunications,2008,1029,23626,$2160465279,$91444
Labor Market Area,New York City Region,518,"ISPs, Search Portals, & Data Processing",2008,386,5519,$717494507,$130004
Labor Market Area,New York City Region,519,Other Information Services,2008,611,15771,$1346457764,$85376
Labor Market Area,New York City Region,52,Finance and Insurance,2008,12093,337774,$94857601284,$280832
Labor Market Area,New York City Region,522,Credit Intermediation & Related Activity,2008,3618,90064,$14241703606,$158129
Labor Market Area,New York City Region,523,Financial Investment & Related Activity,2008,5586,183506,$71896741391,$391795
Labor Market Area,New York City Region,524,Insurance Carriers & Related Activities,2008,2658,55387,$7281240153,$131461
Labor Market Area,New York City Region,525,"Funds, Trusts & Other Financial Vehicles",2008,229,6531,$1162011224,$177922
Labor Market Area,New York City Region,53,Real Estate and Rental and Leasing,2008,20373,119636,$7427291299,$62082
Labor Market Area,New York City Region,531,Real Estate,2008,19404,108823,$6778785559,$62292
Labor Market Area,New York City Region,532,Rental and Leasing Services,2008,836,8518,$374181851,$43928
Labor Market Area,New York City Region,533,"Lessors, Nonfinancial Intangible Assets",2008,133,2295,$274323889,$119531
